,Example
ACTR1A,0.6397097530228191
ACTR2,-0.27813113396094025
ACTR3,1.62440339301933
ACTR3B,0.27788299298508545
ACTR6,-0.04696833795331101
ACVR1,0.21478932732472078
ACVR1B,-0.25621741089486383
ACVR2B_AS1,-0.3725007835664522
ACVRL1,0.4741876406686125
ACY1,0.4823332697766189
ACYP1,-0.08267169509606642
ACYP2,-0.3550813962449748
ADA,1.054737928545916
ADAL,0.0107204974404298
ADAM10,0.8451338630903018
ADAM12,1.336946369925595
ADAM15,1.0387450029775036
ADAM17,0.8119134231088121
ADAM19,0.34169965910943767
ADAM23,-0.21490470845760123
ADAM33,0.7870171016397198
ADAM8,0.8227416558951459
ADAM9,0.35879491046147627
ADAMTS1,1.52384746510901
ADAMTS2,1.731881676868889
ADAMTS4,1.0130223302030845
ADAMTS5,0.2526304264075776
ADAMTS7,0.9473672413711814
ADAMTS9,0.7084430985273583
ADAMTSL2,0.6479686297519542
ADAMTSL4,-0.16458767300995936
ADAMTSL4_AS1,0.5904412356015153
ADAMTSL5,0.14861630406648718
ADAP1,0.8669809277100944
ADAP2,1.490790300138423
ADAR,1.7038604830675284
ADARB1,0.028239069874195888
ADAT3,0.8916801483757599
ADCK1,0.11269712665152509
ADCK2,0.6550325455409598
ADCK3,-0.796452762853999
ADCK4,0.9821265160119099
ADCK5,1.1454606196257937
ADCY2,-0.5757770592269056
ADCY3,0.7483977527451019
ADCY4,0.6297769072697595
ADCY6,0.6589679662408574
ADCY7,1.0268592249806427
ADD1,-0.07012063441733218
ADD3,0.05849713505609433
ADGRA2,1.0247969790660967
ADGRA3,0.06763847991942962
ADGRD1,0.44162749482532393
ADGRE5,0.9808402966139655
ADGRF5,0.11927950854176173
ADGRG1,0.7626553333163248
ADGRL2,0.4913875680572086
ADGRL4,0.973923939584578
ADH1A,-0.30419371001008266
ADH1B,-1.7268115335087673
ADH1C,0.4427150885444533
ADHFE1,-0.31402807792206033
ADI1,0.153670663308219
ADIPOQ,0.45694272376069756
ADIPOR1,0.3741540151606255
ADIPOR2,-0.4025784654713056
ADIRF,0.7999250054931064
ADM,1.1607478618509144
ADM5,1.0428934863898651
ADNP,-1.2946390815552846
ADORA1,1.21107511871793
ADORA3,0.8793165986049359
ADPGK,0.896670430675063
ADPRH,0.7979449041901692
ADPRHL1,0.8913725926987004
ADPRM,0.7341270112959544
ADRA1B,0.27600874681336635
ADRA2A,1.5553260052103448
ADRA2B,-0.057763827007372814
ADRA2C,0.7428055305907127
ADRB2,0.2489241331349099
ADRBK1,1.0750571962045168
ADRBK2,0.636521712428353
ADRM1,0.6408870508528022
ADSL,-0.8711514145794723
ADSS,0.5278134620934525
ADSSL1,-1.259198337770834
AEBP1,2.211724731481435
AEN,1.3603618585180968
AES,-0.14481653872538036
AFAP1,0.5944776211663754
AFAP1L1,-0.14472475186818712
AFF1,-0.7967481753903609
AFF4,0.3341065438971018
AFG3L1P,0.46767673230539897
AFG3L2,-0.2756612015269617
AFMID,0.7158074110595658
AGAP11,0.2729430334797629
AGAP2_AS1,0.8876324809552263
AGAP3,0.6614393806404504
AGAP4,-0.14913139009448173
AGAP6,0.36919322560089674
AGAP7P,0.0
AGER,1.2330441077371255
AGFG1,0.14440100112381926
AGK,0.34323909432929756
AGL,-1.6208303477366761
AGMAT,-1.0538394438134044
AGPAT1,0.2806479067634138
AGPAT2,1.3218964683914987
AGPAT3,0.33740602466305614
AGPAT4_IT1,0.2307364237427672
AGPAT5,0.5741692022859572
AGPAT9,-0.1284378741184078
AGPS,0.5115045598572752
AGRN,2.210959795850253
AGT,0.5699285759708959
AGTR1,0.010993306423163318
AGTRAP,2.0544755131935073
AHCY,0.2650525887684916
AHCYL1,-0.24493714464252792
AHCYL2,-0.3747195463206814
AHNAK,0.11876885430116779
AHNAK2,0.8552691589863789
AHR,0.8468203942726633
AHSA2,0.6547866218374816
AHSP,0.09277905261305426
AIDA,0.565576452647468
AIF1,1.695857618631703
AIF1L,0.46604250547279547
AIFM1,-0.12919585241828857
AIFM2,0.6407725281147716
AIG1,0.840631630670404
AIM1,0.7241339074486872
AIMP1,-0.6742248023939883
AIMP2,-0.10816453958638128
AIP,0.8743672759299912
AJUBA,0.6496400187211948
AK1,-0.042726394448494354
AK2,0.5089736296575791
AK3,-0.42280032138235724
AK6,0.01950770175451133
AKAP1,-0.5126785230277102
AKAP11,0.18828646656606107
AKAP12,-0.09232507131096757
AKAP13,0.17559778673680082
AKAP6,-0.1269080991202589
AKAP7,-0.7328488845404593
AKAP8L,0.7069303664018385
AKAP9,-0.18249159834038742
AKIP1,0.27836158678467005
AKIRIN1,0.3175754586094941
AKIRIN2,0.48368179530294686
AKNA,0.9752728698895912
AKR1A1,1.100602575232646
AKR1B10,0.3760290399090225
AKR1B15,0.6246115377528223
AKR1C1,0.6612468149816721
AKR1C2,-0.047301136176770175
AKR1C3,0.623951482208061
AKR7A2,-0.018210394856475354
AKT1,1.0990896300013633
AKT1S1,-0.11349663819273692
AKT2,0.19188625323435193
AKT3,0.17801184705250983
AKTIP,-0.9701078790321986
ALAS1,-0.5434661734006996
ALAS2,0.2584385274177864
ALCAM,0.28244642506246553
ALDH16A1,0.617590346693768
ALDH18A1,1.0158721764221144
ALDH1A1,0.4619576980619149
ALDH1A2,0.051311470391712355
ALDH1A3,0.13128416102975438
ALDH1B1,0.7671743222119263
ALDH1L1,-0.30384891802966685
ALDH1L1_AS2,-0.13380701436448494
ALDH2,-0.6118193069123485
ALDH3A2,0.5052486159929743
ALDH3B1,1.2001885874950626
ALDH4A1,0.6732448045589559
ALDH5A1,-0.759704093597017
ALDH6A1,-0.21205856623423625
ALDOA,-1.620883229882633
ALDOC,0.3020937219333508
ALG11,0.18530021930118745
ALG12,0.8598838237510289
ALG13,0.6556818604631987
ALG14,0.18717207921271473
ALG2,0.05526861093480795
ALG3,1.024248867040285
ALG5,0.7099183159595923
ALG8,0.712383924885745
ALKBH2,0.9041527901774016
ALKBH4,0.49531568581635277
ALKBH5,-0.3852312953631696
ALKBH6,1.1797757850759187
ALKBH7,-0.3070403027278217
ALKBH8,-0.30829121633282663
ALOX12_AS1,0.45894214284011037
ALOX5,1.1269848896895793
ALOX5AP,0.6738551831400843
ALPK1,0.7753735843705369
ALPK2,-0.3718915821507265
ALPK3,-0.1857558793254146
ALPL,1.2159928710640626
ALS2CL,-0.2523773621947605
ALYREF,1.1199282344899608
AMD1,-0.24763672980746687
AMDHD2,0.7110242081960738
AMH,0.4737957025545009
AMICA1,0.38508942642332117
AMIGO1,-0.5892353165479676
AMN1,-0.1219493065022248
AMOT,0.11606035444695095
AMOTL1,0.9264157723987487
AMOTL2,0.2864782278089928
AMPD1,-0.9981000782898217
AMPD2,1.1931713921828413
AMPD3,0.5330940541037328
AMT,0.43437508733134145
AMY2B,-0.2688557481041589
AMZ2,-0.23392769267630253
ANAPC10,-0.564619263333189
ANAPC11,0.01581978721477295
ANAPC13,0.5339166664258226
ANAPC2,0.8070464645213673
ANAPC4,0.5927948092772648
ANAPC5,0.4861738893241938
ANAPC7,0.6858935375939437
ANG,0.4403250908531172
ANGEL2,-0.14219157196567855
ANGPT1,-0.5761125434294947
ANGPT2,1.1072475356544804
ANGPTL1,0.5292801511369389
ANGPTL2,0.8241812852707762
ANGPTL4,0.8012846241643814
ANGPTL7,0.3060286366535986
ANK1,-0.3548460135555871
ANK2,-0.35153242898663795
ANK3,-0.3312269161956367
ANKDD1A,0.4571485062084727
ANKFY1,-1.2813319458067345
ANKHD1_EIF4EBP3,0.10461973009695624
ANKMY2,-0.2688449584168504
ANKRA2,0.46014919589177716
ANKRD1,5.113985428364256
ANKRD10,0.7661214756267016
ANKRD11,0.5533875363168721
ANKRD12,0.12215413235854555
ANKRD13A,0.7047380738030102
ANKRD13B,1.1214857910444374
ANKRD13D,1.5742250656160608
ANKRD17,0.329428366127527
ANKRD19P,0.5774709235890396
ANKRD2,2.274904608216038
ANKRD22,0.5751292025848613
ANKRD23,0.17905429524120997
ANKRD26,-0.20906273187252067
ANKRD28,0.9218315707214106
ANKRD29,0.3169431454274121
ANKRD30BL,0.6277089227464886
ANKRD33B,0.060543083757905736
ANKRD35,-0.4709480924464047
ANKRD37,0.6819021259604754
ANKRD39,0.6508760923794319
ANKRD40,-0.46080631834254504
ANKRD44,0.39692059223495246
ANKRD46,-1.0100717215061685
ANKRD49,0.3366979274821531
ANKRD54,0.4893165284757135
ANKRD65,0.8401090864010614
ANKRD9,-0.009632843333656993
ANKS3,0.3438328993962716
ANKZF1,0.2920239220713987
ANO1,0.1697027127498747
ANO10,0.8150353970736071
ANO5,-0.9871551407477912
ANO6,1.1808312939933772
ANO8,0.4353641289455472
ANOS1,-0.5013647573654259
ANP32AP1,0.3103754932393774
ANP32B,0.7517724079365942
ANP32E,0.16317264426804767
ANPEP,1.2634909222304689
ANTXR1,1.013907062388855
ANTXR2,-0.3023405510245937
ANXA1,1.554781437974592
ANXA11,0.6025608295733573
ANXA2,0.6571973219651698
ANXA2P1,0.9052775683678416
ANXA2P2,1.5226355197627974
ANXA2P3,2.26343656760431
ANXA2R,0.3920115181475985
ANXA3,-0.8115405320886191
ANXA4,1.1117776437627414
ANXA5,1.2990687904726625
ANXA6,0.23945166042539512
ANXA7,0.3270018908666401
AOAH,0.8713221901937976
AOC3,0.38559210946306965
AOX1,0.5243595717498667
AP1AR,0.09045411984821494
AP1B1,0.0832267762800627
AP1G1,0.29250678714787925
AP1G2,1.046051910043183
AP1M1,0.851618663042983
AP1S1,0.9546830162452928
AP1S2,0.1898602962323075
AP2A1,0.43363098048021387
AP2A2,0.7283774003324675
AP2B1,-0.08901491425786157
AP2M1,0.973494019371012
AP2S1,1.3328813771973334
AP3B1,0.2265321487220544
AP3D1,0.5780355407842013
AP3M1,-0.03281304082196801
AP3M2,0.19339711425524864
AP3S1,0.831473600670197
AP4B1,0.07175097837778521
AP4B1_AS1,0.070099117724715
AP4M1,0.5265129446604933
AP5M1,0.03577318078440905
AP5S1,0.46017181429309684
AP5Z1,0.8728052560088425
APBA3,0.729404827729311
APBB1,0.3919024662587529
APBB1IP,1.1124855321089833
APBB2,-0.23202406250247098
APBB3,1.0045737799460661
APC,-0.05850082743154572
APCDD1,-0.7433251464689656
APEH,0.37724593520921124
APEX1,0.46874921243467593
APEX2,0.9373222519860338
APH1A,-0.5791717507635932
API5,0.46143863809922214
APIP,-0.6715314009111535
APITD1,0.19458675393039826
APLN,0.8008072056529094
APLNR,0.0818269914716705
APLP2,1.6273330563813801
APMAP,0.8057339094392293
APOA1BP,0.5760510066067428
APOBEC2,-0.14105026154566502
APOBEC3A,1.545036903516157
APOBEC3B,0.723273242316239
APOBEC3C,1.3534507028017693
APOBEC3D,0.9403079267695036
APOBEC3F,1.1877065387489494
APOBEC3G,2.0538863234572147
APOBEC3H,1.110714219607894
APOBR,0.8907474799155649
APOC1P1,0.33179476440845485
APOD,0.9990381340440262
APOE,2.757714284198822
APOL1,1.5523108798074539
APOL2,1.6464849853828136
APOL3,0.9660525867798748
APOL4,1.0988115762551613
APOL6,1.6420389242493432
APOLD1,0.923304311443832
APOO,-0.1553240079193836
APOOL,-0.5225626418658216
APOPT1,-0.4543874162159476
APP,0.9819492673700259
APPBP2,0.13736623370407774
APPL1,-0.7874740563722069
APPL2,0.265951175180553
APRT,1.0921781425516865
APTX,0.5814956721680407
AQP1,-0.028089925802332605
AQP3,2.273725477858948
AQP4,-0.17209623035342747
AQP7,-0.1809369517634849
AQP7P1,-0.24258984978143133
AQP7P3,0.3004517868642819
AQP9,0.3952809296813132
AR,-0.23023806324139962
ARAF,0.12103135512369523
ARAP1,0.9098540309561427
ARAP3,0.23441916068363855
ARCN1,-0.012581044131774188
ARF1,0.2135258002777194
ARF3,1.1060021096200225
ARF4,0.8445209359482355
ARF5,0.9238391331608184
ARFGAP1,0.7659743294656272
ARFGAP2,0.45650930577129856
ARFGAP3,1.2066404747536374
ARFIP1,0.07035826896513875
ARFIP2,0.24159601504710282
ARFRP1,-1.770060225266691
ARG2,0.6535191631824206
ARGLU1,0.5519993928989688
ARHGAP1,1.2014509942954894
ARHGAP12,0.11747241544368725
ARHGAP15,0.7396552647319189
ARHGAP17,0.9055214028218104
ARHGAP18,0.08110573130062093
ARHGAP22,0.8140530523554497
ARHGAP23,1.1758156938207647
ARHGAP24,0.9017910346584426
ARHGAP25,0.9924467115805489
ARHGAP27,1.2502546161535533
ARHGAP28,0.6144465627574455
ARHGAP29,0.266599385616318
ARHGAP30,0.9864672192314883
ARHGAP36,2.485531185038188
ARHGAP4,1.5906670652127124
ARHGAP5,-0.24597298516997834
ARHGAP6,0.22809939296134552
ARHGAP9,1.0799317481687152
ARHGDIA,1.6934107435313104
ARHGDIB,1.5474413790891957
ARHGDIG,1.6126576928456162
ARHGEF1,1.172728583240811
ARHGEF10L,0.43020824493418
ARHGEF11,0.0004013202472048505
ARHGEF12,0.42032976383988396
ARHGEF15,0.05198448230017316
ARHGEF17,1.0447720941522127
ARHGEF2,1.7275395501714303
ARHGEF25,0.7356476341187255
ARHGEF3,0.19816735728408408
ARHGEF37,-0.3209218812695256
ARHGEF39,0.31863109706073756
ARHGEF4,0.20826098810955873
ARHGEF40,0.5032190312253546
ARHGEF6,-0.7015273265522448
ARHGEF7,0.9254904100755574
ARID1A,0.1343848261126892
ARID1B,-0.1878687694835115
ARID4A,0.1142686709008337
ARID4B,0.09614550134621602
ARID5A,2.0255040136621876
ARID5B,0.0858271765133356
ARL1,-0.07980939785144736
ARL15,0.20932377640101962
ARL16,0.6790863521830364
ARL17A,0.34548526524596945
ARL2,0.8197139673602463
ARL2BP,0.4280031499189425
ARL2_SNX15,0.47668437774389183
ARL4A,0.7835757454382085
ARL4C,1.3801744642445937
ARL4D,1.350556228475519
ARL5A,0.368963883662877
ARL6IP1,0.5011255970995543
ARL6IP4,0.4011729652271683
ARL6IP5,0.17069359880770207
ARL6IP6,-0.10139923495750258
ARL8A,0.9432081444562099
ARMC1,0.32850811520891066
ARMC10,0.5230619017868439
ARMC5,0.7200233963095206
ARMC6,0.767662403958977
ARMC7,0.9203931542766193
ARMC8,-0.1280836001739858
ARMCX1,0.8334749703038709
ARMCX2,0.817102371039931
ARMCX3,0.6898445936081283
ARMCX5,0.288647730086953
ARMCX5_GPRASP2,-0.002162579429602074
ARMCX6,0.9068724437003914
ARMT1,-0.3825299547005674
ARNT,-0.255056228786557
ARNT2,-0.4665861562042706
ARNTL,0.3753017058002276
ARPC1A,0.4685946340983276
ARPC1B,2.425133329609847
ARPC2,0.6011228313949477
ARPC3,1.1773010423325534
ARPC4,0.41813685825052627
ARPC4_TTLL3,0.9276033501612712
ARPC5,1.3686783868838193
ARPC5L,0.4976994277347604
ARPIN,-0.006312795453037534
ARPP19,-1.3151640410065042
ARPP21,1.3344430010479567
ARRB1,0.3914578379427378
ARRB2,1.3294388532681483
ARRDC1,1.0983583104848942
ARRDC1_AS1,0.8110103797169663
ARRDC2,-0.33688399837675664
ARRDC3,0.44292870835155984
ARRDC4,0.7475745904056113
ARSA,1.0978448040311708
ARSD,0.6634137507868568
ART1,-0.5469014435357014
ART3,-1.8928653966645257
ART5,-0.5915204097028293
ARV1,0.22848804370196918
ARVCF,0.9474596911565134
ARX,0.1494776110958118
ASAH1,0.4576026520114107
ASAP1,0.4159327213394328
ASAP2,0.30611394444256734
ASAP3,0.8186222738782387
ASB10,-0.7617443376481954
ASB11,-0.7944761414153589
ASB12,-0.6295042937960842
ASB13,0.17920144640630253
ASB14,-0.9995887571405861
ASB15,-0.7576668086875749
ASB16,-0.16634649769065435
ASB16_AS1,0.45060850284448906
ASB18,-0.24672308113098862
ASB2,-1.7922773839316086
ASB3,0.42020095729223583
ASB4,-1.0810117095712704
ASB5,0.32879601736284236
ASB6,1.220184619099044
ASB8,-0.8080091011906578
ASCC1,0.4653053522823102
ASCC2,0.9335615748771402
ASCL5,0.6071843588185439
ASF1A,-0.05879866953966095
ASF1B,1.1381517399736238
ASH2L,-0.10082670641605462
ASL,0.901731025392233
ASNA1,0.9289857802459456
ASNS,1.827037511514566
ASPA,-0.12182540139111553
ASPH,-0.5552776592640747
ASPN,2.106404677650189
ASPSCR1,0.7008277447076632
ASRGL1,0.8431581416687013
ASS1,0.8970393780114199
ASUN,0.3239143576786154
ATAD3A,0.7214430708770747
ATAD3B,0.6709594707027615
ATAD3C,0.16482327247703138
ATAT1,1.013297993583969
ATE1,0.46131381591462195
ATF1,-0.26483638196385817
ATF2,-0.23272692684315732
ATF3,1.2903882401579805
ATF4,-1.4506315997910173
ATF5,2.218227834011445
ATF6B,0.983147608094397
ATF7,-0.10665828726619786
ATF7IP,-0.40991194914185947
ATG101,0.5799205603083695
ATG12,-0.21844999799006581
ATG13,1.2768932566757947
ATG16L1,0.3402486118425858
ATG16L2,0.8539229165548128
ATG3,0.6017504665687881
ATG4A,0.19346499501465875
ATG4B,0.8656633321812279
ATG4D,0.27041871417699737
ATG5,-0.29433375300066666
ATG7,0.25384534136896475
ATG9A,0.5533365318815431
ATHL1,1.2692144797012077
ATIC,0.6387310236707382
ATL2,-0.6282440100071107
ATL3,0.5325323263903499
ATMIN,-0.6681050852385466
ATN1,0.7823112301413202
ATOH8,1.187340342342065
ATOX1,1.5787730253250742
ATP10A,1.0767126957440867
ATP11A,-0.026219713213834872
ATP13A1,1.5091554898697919
ATP13A2,0.7976696680881854
ATP13A3,0.6220406289218601
ATP13A5_AS1,-1.3517832871724098
ATP1A1,1.790619940120459
ATP1A2,-0.5338617352348898
ATP1B1,0.12113787541855725
ATP1B2,1.015305867712204
ATP1B3,1.3767464181408053
ATP1B4,-0.48902152742171756
ATP2A1,-1.7141714263491803
ATP2A1_AS1,-2.089857389765017
ATP2A2,-2.041337055483866
ATP2A3,0.463102427905425
ATP2B1,-0.3247415150126547
ATP2B2,-0.22883965314112498
ATP2B4,-0.22696611487092166
ATP5A1,-0.55451314924772
ATP5B,-0.638441204616484
ATP5C1,-0.2644088806433582
ATP5D,-0.32232390760709073
ATP5EP2,0.6647483684536803
ATP5G1,-0.40212690993609534
ATP5G2,0.223469868679814
ATP5G3,-0.12406598573507388
ATP5H,-0.2767286754300917
ATP5J,0.23952924836528666
ATP5J2,-0.0713230313455746
ATP5L2,-0.3923322507605369
ATP5O,-0.34379480753332015
ATP5S,-0.25290387373988876
ATP6AP1,0.8937635085760061
ATP6AP1L,0.41469950768642794
ATP6AP2,0.9685313190662237
ATP6V0A1,0.31869942591330425
ATP6V0B,0.2675103281337474
ATP6V0C,0.5529955340063175
ATP6V0E1,0.797175605576669
ATP6V0E2,-0.6436442480616462
ATP6V1A,0.5491030642036305
ATP6V1B2,0.5211463461101249
ATP6V1C2,-0.1053502700361002
ATP6V1E1,0.6107088558604259
ATP6V1F,0.7817437901177877
ATP6V1G2,0.6775350044095982
ATP6V1G2_DDX39B,0.7779007471382728
ATP6V1H,0.6016520742037592
ATP8A1,-0.19158412915416312
ATP8B2,0.8355040149445381
ATP8B5P,0.13993968309378846
ATP9A,1.1715858510854336
ATPAF1,-0.5197407371524365
ATPAF2,0.43505167137528833
ATPIF1,0.4017581893809741
ATRAID,0.2062336122994033
ATRX,0.09360824722667344
ATXN1,-0.226295165416468
ATXN1L,0.5969346718730364
ATXN2,0.3359007585723388
ATXN2L,0.9463837539603874
ATXN7L2,0.4333505011007661
ATXN7L3,0.6989344780861577
AUH,-0.013897004879078079
AUP1,1.0859298475931336
AURKA,0.1361952697852724
AURKAIP1,0.5358696273229331
AURKB,0.4774263332365125
AUTS2,0.3094645695077176
AVEN,0.5367781190067853
AVIL,-0.225463954165684
AVPI1,1.245077986810711
AVPR2,0.5541727727968628
AXIN1,0.5121709720394962
AXL,0.7248147932865996
AZGP1,0.4999315254779234
AZI2,0.3444113042030583
AZIN1,0.6834381906990572
AZIN2,0.8162544880830218
B2M,2.524188179211464
B3GALT4,0.7191182074262474
B3GALT6,1.120307038038768
B3GAT3,1.1836954043746306
B3GNT2,1.0706669833919875
B3GNT5,0.8027389340751268
B3GNT7,0.7551683263251832
B3GNT9,1.512980817712427
B3GNTL1,0.43325097360505227
B4GALNT1,0.6453715349931859
B4GALT1,0.9379110733326801
B4GALT2,0.4837934961907142
B4GALT3,0.6992477127483498
B4GALT4,0.3348580208827876
B4GALT5,0.8106264392397655
B4GALT7,0.7570078986510338
B4GAT1,0.008477013466940964
B9D1,0.6264222373954567
B9D2,0.7741385970831061
BABAM1,0.1103285567957819
BACE1,0.5838026919105872
BACE1_AS,-0.22358612369416764
BACE2,0.825625307721765
BACH1,0.2495003336034085
BAD,0.8913996553130081
BAG1,0.0534830022518773
BAG2,0.23300413436968048
BAG3,0.3124956366908762
BAG5,0.1079491828511725
BAG6,0.3855754865783805
BAIAP2,1.1188398963822757
BAK1,0.8828069753537533
BAMBI,0.5809779244163125
BANF1,-0.061237100178113124
BANP,0.6388468322015015
BASP1,1.2816569177429251
BATF,1.1240058829161979
BATF2,2.172314431409113
BATF3,1.3432594551653487
BAX,1.6595249020255682
BAZ1A,0.589386711712376
BAZ1B,0.43464096341193725
BAZ2A,-0.04694082502582453
BAZ2B,-0.15296619685962498
BBC3,0.5173392054743013
BBIP1,0.06809177604739336
BBS10,0.17343150366397841
BBS2,0.32358932546762986
BBX,0.3099099818803519
BCAM,0.7374392189296244
BCAP29,-0.07705755845813034
BCAP31,1.1091572507611316
BCAR1,0.89113050534809
BCAR3,0.19093198082195606
BCAS1,1.0570747593811012
BCAS2,0.2917075069393462
BCAT2,0.4890078850517172
BCCIP,0.5375645658574242
BCHE,-0.23432878413717761
BCKDHA,0.06771523926570922
BCKDK,0.28535128273826915
BCL10,0.6913152298456655
BCL2,-0.8974052047793282
BCL2A1,1.3188352469013862
BCL2L1,1.0588465363356114
BCL2L11,0.07105095144334728
BCL2L12,0.5830419138497953
BCL2L13,0.3211039314917268
BCL2L2,0.1317840243639039
BCL3,2.3169143971388966
BCL6,-0.1472037380633422
BCL6B,0.6492177904030858
BCL7A,-0.08861105908594169
BCL7B,0.2108638683315709
BCL7C,0.818114859123003
BCL9L,0.6905524925758484
BCLAF1,-0.4605587134429805
BCO2,-0.09717084702155998
BCOR,0.07198675194015358
BCS1L,0.5081872826741027
BDH1,-0.2668904125376925
BDH2,0.4775859704980343
BDKRB1,0.6348016091945549
BDKRB2,0.6719038522365839
BECN1,0.26296567574149515
BEGAIN,1.2293702304382066
BEND5,-0.26027826411620225
BEND7,-0.22290694465606764
BEST3,1.279686138336296
BET1L,0.9519537196439636
BEX1,1.5072690252887428
BEX2,1.4107146762684712
BEX4,0.6036864099541313
BGLAP,1.6149572640528669
BGN,2.780824378010728
BHLHE40,0.649954654666911
BHLHE41,-1.115448010778902
BHMT2,0.14152636631540894
BICC1,0.40979956821050934
BICD2,-0.11468259072738851
BID,0.5843912395496815
BIN1,0.7056698280381299
BIN2,0.9727061413906788
BIN3,1.3557236493281062
BIRC2,0.09171615011601641
BIRC3,0.5373332069305305
BIRC5,0.7131349003625523
BISPR,1.0637565965288216
BIVM,-0.59637630275651
BIVM_ERCC5,0.4623719933291466
BLCAP,0.3769016122722757
BLMH,0.3494747966799876
BLOC1S1,0.575105605874652
BLOC1S1_RDH5,3.455891139764204
BLOC1S2,0.16204707129706564
BLOC1S3,0.8839807278428755
BLOC1S4,0.8497805993170511
BLOC1S5_TXNDC5,-1.4215515554293157
BLOC1S6,0.2163309998443652
BLVRA,0.5173072640637697
BLVRB,0.017001396222040555
BLZF1,0.30392291197878607
BMF,0.17751969408296941
BMI1,-0.9340811854556703
BMP1,1.761085695235193
BMP2,0.4362852731047533
BMP4,0.34158165192073975
BMP5,0.24299926288860274
BMPER,0.4152177732170863
BMPR1A,0.029389446639523253
BMS1P20,0.7242157435659804
BNIP1,0.21691719009971044
BNIP3,-0.3245033259373793
BNIP3L,0.5520037802047568
BOC,1.0746333737076899
BOD1,0.7901666812389809
BOK,1.5855101675022436
BOLA1,0.07363813355927906
BOLA3,-0.04507922227699268
BOP1,0.6293473977144939
